order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
118,5210,2026-07-03,47,5,288.91,1444.55,Completed,2026-07-05
119,1167,2023-04-30,127,4,167.81,671.24,Completed,2023-05-02
120,2225,2026-06-06,424,1,192.65,192.65,Pending,
121,9766,2025-07-27,6,5,193.37,966.85,Completed,2025-07-29
122,9846,2020-04-16,416,4,191.07,764.28,Cancelled,
123,9258,2024-09-09,212,1,307.76,307.76,Pending,
124,6238,2021-10-21,337,5,245.09,1225.45,Completed,2021-10-24
125,9197,2022-11-28,92,2,180.17,360.34,Completed,2022-11-28
126,4280,2026-02-22,93,4,61.03,244.12,Completed,2026-02-25
127,5828,2026-01-29,279,3,144.33,432.99,Pending,
128,3391,2021-06-13,70,2,296.70,593.40,Completed,2021-06-14
129,2068,2026-08-04,178,3,263.86,791.58,Completed,2026-08-04
130,9675,2025-10-23,143,2,376.43,752.86,Completed,2025-10-26
131,1042,2025-10-09,139,2,84.84,169.68,Completed,2025-10-09
132,261,2023-03-19,276,5,164.66,823.30,Completed,2023-03-19
133,9420,2025-01-21,232,1,254.01,254.01,Completed,2025-01-23
134,1187,2023-03-15,52,2,367.37,734.74,Completed,2023-03-15
135,1910,2026-07-14,316,2,301.60,603.20,Pending,
136,1940,2025-03-04,428,2,113.32,226.64,Completed,2025-03-07
137,9928,2026-02-05,12,1,23.81,23.81,Completed,2026-02-08
138,8888,2025-09-19,355,3,64.73,194.19,Completed,2025-09-22
139,6029,2023-04-24,41,2,286.54,573.08,Pending,
140,1841,2023-08-18,57,3,188.02,564.06,Completed,2023-08-18
141,8208,2026-07-16,360,5,344.70,1723.50,Completed,2026-07-17
142,2194,2022-03-01,378,1,206.38,206.38,Completed,2022-03-03
143,9401,2024-04-24,453,1,206.29,206.29,Cancelled,
144,2462,2022-11-30,390,2,64.55,129.10,Completed,2022-12-01
145,845,2025-09-23,137,5,144.13,720.65,Completed,2025-09-23
146,4659,2026-02-18,475,4,392.26,1569.04,Completed,2026-02-21
147,4668,2026-04-10,36,4,146.23,584.92,Completed,2026-04-10
148,4052,2026-03-15,156,4,189.13,756.52,Completed,2026-03-17
149,6224,2024-11-09,457,1,175.53,175.53,Completed,2024-11-12
150,1964,2026-02-06,459,2,92.88,185.76,Completed,2026-02-08
151,6486,2022-03-12,91,5,308.50,1542.50,Cancelled,
152,7114,2023-12-24,169,4,193.35,773.40,Completed,2023-12-26
153,7707,2022-07-31,236,4,174.10,696.40,Pending,
154,39,2025-04-22,74,3,99.39,298.17,Completed,2025-04-24
155,7228,2022-04-30,471,2,158.93,317.86,Completed,2022-05-02
156,2725,2024-10-12,366,5,145.52,727.60,Completed,2024-10-12
157,3223,2022-07-28,5,1,105.71,105.71,Pending,
158,7192,2026-07-15,235,4,121.11,484.44,Completed,2026-07-17
159,7394,2026-07-13,126,1,164.76,164.76,Pending,
160,3711,2026-03-19,346,4,28.12,112.48,Completed,2026-03-19
161,4420,2023-07-02,15,3,86.14,258.42,Completed,2023-07-03
162,8852,2024-11-28,242,5,175.72,878.60,Cancelled,
163,7839,2025-07-29,77,1,288.33,288.33,Pending,
164,7055,2023-02-11,,5,57.04,285.20,Pending,
165,8429,2026-05-23,288,4,142.31,569.24,Completed,2026-05-24
166,6004,2026-05-07,257,4,46.15,184.60,Completed,2026-05-09
167,583,2026-01-22,21,4,268.22,1072.88,Completed,2026-01-24
168,6111,2024-09-18,100,5,257.84,1289.20,Completed,2024-09-20
169,9660,2025-10-16,67,5,147.06,735.30,Completed,2025-10-19
170,3380,2026-05-29,71,4,267.81,1071.24,Pending,
171,6046,2020-11-16,43,5,281.98,1409.90,Completed,2020-11-16
172,1461,2026-08-15,447,4,104.39,417.56,Completed,2026-08-15
173,9874,2025-11-08,244,4,74.89,299.56,Pending,
174,333,2024-02-21,236,4,175.84,703.36,Completed,2024-02-21
175,5975,2026-07-29,337,1,237.40,237.40,Completed,2026-08-01
176,9783,2026-08-09,154,4,155.15,620.60,Completed,2026-08-10
177,1583,2026-04-15,440,2,56.05,112.10,Completed,2026-04-15
178,5075,2026-07-14,247,3,440.61,1321.83,Completed,2026-07-17
179,8632,2024-12-05,133,4,60.32,241.28,Pending,
180,5482,2023-10-11,448,2,15.90,31.80,Pending,
181,52,2026-06-19,330,4,164.19,656.76,Completed,2026-06-19
182,3630,2025-05-15,329,2,274.94,549.88,Completed,2025-05-16
183,1194,2026-01-14,420,4,84.81,339.24,Cancelled,
184,1640,2026-01-22,96,5,127.31,636.55,Cancelled,
185,5118,2021-12-28,256,5,227.43,1137.15,Completed,2021-12-28
186,1783,2023-07-03,94,3,409.99,1229.97,Pending,
187,6377,2025-08-30,406,5,264.24,1321.20,Cancelled,
188,378,2024-05-29,144,2,143.35,286.70,Completed,2024-05-30
189,2557,2025-09-08,309,1,303.42,303.42,Completed,2025-09-10
190,1336,2023-03-30,141,1,396.92,396.92,Completed,2023-03-31
191,6732,2026-07-20,88,5,53.57,267.85,Pending,
192,5632,2025-11-11,233,3,223.69,671.07,Cancelled,
193,2170,2026-06-10,349,1,149.67,149.67,Completed,2026-06-13
194,3528,2025-10-18,372,5,48.56,242.80,Completed,2025-10-18
195,4311,2026-05-02,65,4,59.36,237.44,Cancelled,
196,3271,2023-03-21,23,3,376.54,1129.62,Completed,2023-03-23
197,5874,2026-02-24,1,4,264.97,1059.88,Completed,2026-02-24
198,869,2026-01-30,492,4,109.10,436.40,Completed,2026-01-31
199,6482,2020-06-09,380,2,329.00,658.00,Completed,2020-06-12
200,3344,2025-09-07,491,5,201.09,1005.45,Completed,2025-09-07
201,2651,2026-07-13,358,4,40.18,160.72,Completed,2026-07-15
202,7041,2026-03-31,107,1,88.05,88.05,Completed,2026-04-03
203,4069,2026-05-12,380,1,321.82,321.82,Pending,
204,9137,2023-12-14,30,1,140.22,140.22,Completed,2023-12-17
205,9525,2025-06-17,487,3,257.29,771.87,Completed,2025-06-19
206,2380,2024-10-24,9,4,102.29,409.16,Completed,2024-10-26
207,9997,2026-02-07,68,3,273.81,821.43,Pending,
208,4828,2026-02-07,64,2,162.43,324.86,Completed,2026-02-09
209,4217,2024-12-11,88,5,53.74,268.70,Pending,
210,5854,2024-02-29,249,4,425.31,1701.24,Cancelled,
211,505,2026-06-09,221,3,248.98,746.94,Completed,2026-06-09
212,4709,2023-04-18,287,3,256.13,768.39,Completed,2023-04-20
213,5756,2026-08-14,262,2,46.87,93.74,Completed,2026-08-14
214,9723,2024-01-26,188,1,189.99,189.99,Completed,2024-01-28
215,8232,2020-05-15,396,1,225.37,225.37,Cancelled,
216,2726,2023-12-22,485,4,263.08,1052.32,Cancelled,
217,3815,2025-11-27,122,2,309.83,619.66,Completed,2025-11-29
218,2909,2026-05-12,278,2,8.63,17.26,Pending,
219,5342,2025-05-18,421,3,72.11,216.33,Completed,2025-05-19
220,2620,2026-07-29,136,2,454.49,908.98,Completed,2026-07-31
221,9793,2026-05-16,95,3,244.67,734.01,Completed,2026-05-17
222,6938,2026-08-06,4,5,16.12,80.60,Pending,
223,1946,2026-08-01,140,3,76.76,230.28,Completed,2026-08-03
224,9553,2025-09-21,62,4,137.06,548.24,Completed,2025-09-22
225,2960,2025-12-18,419,2,198.21,396.42,Completed,2025-12-19
226,108,2026-04-24,19,4,97.42,389.68,Completed,2026-04-27
227,9743,2026-05-26,174,3,109.08,327.24,Completed,2026-05-28
228,7361,2026-03-15,22,1,191.33,191.33,Completed,2026-03-17
229,5234,2026-04-27,426,2,218.47,436.94,Pending,
230,9299,2026-07-16,395,3,35.22,105.66,Completed,2026-07-18
231,212,2026-03-04,311,2,17.85,35.70,Completed,2026-03-05
232,9472,2024-05-11,134,3,268.69,806.07,Completed,2024-05-11
233,5128,2025-11-23,115,1,99.60,99.60,Completed,2025-11-23
234,5724,2026-05-21,497,2,197.65,395.30,Completed,2026-05-23
235,4316,2026-04-10,465,2,197.84,395.68,Completed,2026-04-13
236,1662,2026-01-30,102,4,59.53,238.12,Completed,2026-02-02
237,4546,2025-07-23,414,3,253.97,761.91,Completed,2025-07-25
238,4769,2026-05-13,385,2,183.43,366.86,Completed,2026-05-16
239,642,2025-06-21,67,2,140.71,281.42,Completed,2025-06-21
240,1080,2026-04-16,160,4,286.56,1146.24,Completed,2026-04-19
241,2276,2025-05-27,341,3,281.85,845.55,Completed,2025-05-29
242,597,2024-05-20,425,1,58.55,58.55,Pending,
243,1476,2023-12-06,379,2,62.36,124.72,Completed,2023-12-07
244,9493,2026-06-22,140,2,80.86,161.72,Completed,2026-06-24
245,4294,2025-03-06,360,5,377.30,1886.50,Completed,2025-03-08
246,1021,2024-07-15,287,3,269.16,807.48,Cancelled,
247,6949,2026-01-30,8,2,152.87,305.74,Cancelled,
248,4162,2026-03-03,245,4,170.92,683.68,Pending,
249,7061,2026-08-14,406,4,251.86,1007.44,Completed,2026-08-15
250,6651,2023-06-26,361,2,362.78,725.56,Completed,2023-06-28
251,8343,2026-05-22,424,2,194.05,388.10,Completed,2026-05-22
252,1158,2025-10-12,138,5,39.47,197.35,Completed,2025-10-13
253,3832,2023-03-01,126,1,174.57,174.57,Pending,
254,7885,2026-05-26,354,3,102.08,306.24,Completed,2026-05-27
255,5244,2026-05-27,194,4,159.45,637.80,Completed,2026-05-29
256,2323,2024-01-20,253,3,41.16,123.48,Cancelled,
257,3475,2025-01-27,309,2,310.34,620.68,Completed,2025-01-28
258,6372,2025-12-24,478,3,229.57,688.71,Completed,2025-12-26
259,7158,2023-02-26,376,3,97.75,293.25,Completed,2023-03-01
260,4172,2024-09-19,65,1,56.64,56.64,Completed,2024-09-19
261,143,2025-12-24,25,3,6.70,20.10,Pending,
262,361,2025-10-31,144,5,136.30,681.50,Completed,2025-11-03
263,6260,2026-07-27,87,1,85.55,85.55,Completed,2026-07-28
264,8553,2026-06-10,213,4,56.14,224.56,Completed,2026-06-11
265,4631,2024-09-28,394,2,427.18,854.36,Completed,2024-10-01
266,5198,2025-07-07,293,5,46.46,232.30,Pending,
267,6051,2024-11-07,45,5,52.33,261.65,Completed,2024-11-08
268,5610,2025-09-26,285,1,53.33,53.33,Completed,2025-09-26
269,5059,2022-04-11,372,2,49.48,98.96,Completed,2022-04-12
270,7430,2025-10-30,30,3,146.01,438.03,Pending,
271,7876,2026-07-09,391,4,157.19,628.76,Pending,
272,7121,2025-05-23,383,2,300.11,600.22,Pending,
273,8845,2024-05-09,277,4,38.32,153.28,Completed,2024-05-12
274,8378,2025-06-19,227,2,56.79,113.58,Completed,2025-06-20
275,9914,2025-10-27,227,3,52.90,158.70,Completed,2025-10-29
276,9418,2026-08-11,432,3,328.13,984.39,Pending,
277,3898,2026-01-23,311,2,17.15,34.30,Completed,2026-01-23
278,6893,2026-02-21,459,3,95.29,285.87,Completed,2026-02-23
279,8845,2025-06-15,145,4,317.64,1270.56,Completed,2025-06-18
280,5286,2025-11-10,166,3,145.89,437.67,Completed,2025-11-11
281,703,2024-05-06,410,5,211.09,1055.45,Pending,
282,548,2026-07-14,153,3,363.34,1090.02,Pending,
283,7720,2022-04-24,273,2,230.98,461.96,Pending,
284,1459,2025-07-30,39,3,128.94,386.82,Completed,2025-08-02
285,3316,2024-11-27,214,4,377.10,1508.40,Pending,
286,9299,2025-03-05,353,3,206.43,619.29,Completed,2025-03-07
287,4359,2024-10-14,336,4,97.09,388.36,Pending,
288,813,2025-03-25,449,3,186.97,560.91,Completed,2025-03-26
289,952,2022-11-21,165,4,115.89,463.56,Completed,2022-11-21
290,278,2023-09-16,435,3,66.05,198.15,Pending,
291,2682,2025-12-12,40,3,212.44,637.32,Completed,2025-12-12
292,294,2021-09-22,268,3,80.06,240.18,Completed,2021-09-25
293,6857,2025-04-07,38,1,357.95,357.95,Completed,2025-04-09
294,662,2025-06-23,153,4,357.26,1429.04,Completed,2025-06-23
295,9531,2026-07-04,83,3,79.77,239.31,Completed,2026-07-04
296,3878,2025-02-28,277,2,40.91,81.82,Pending,
297,3461,2025-06-21,200,1,260.72,260.72,Completed,2025-06-22
298,9583,2024-11-18,166,2,143.58,287.16,Completed,2024-11-18
299,6962,2024-08-08,462,2,87.55,175.10,Pending,
300,2213,2025-08-25,179,4,371.42,1485.68,Completed,2025-08-28
301,970,2023-09-25,285,4,56.16,224.64,Completed,2023-09-26
302,6847,2022-11-15,425,3,58.77,176.31,Completed,2022-11-18
303,5095,2024-01-19,241,2,349.48,698.96,Completed,2024-01-20
304,5638,2021-01-11,146,4,88.80,355.20,Completed,2021-01-12
305,179,2023-11-21,376,2,96.20,192.40,Completed,2023-11-21
306,7901,2025-03-08,274,5,62.34,311.70,Completed,2025-03-08
307,411,2026-07-04,207,1,42.54,42.54,Cancelled,
308,5484,2026-08-05,457,1,172.83,172.83,Completed,2026-08-08
309,5011,2026-01-04,497,5,192.95,964.75,Completed,2026-01-06
310,5861,2025-01-05,478,3,223.94,671.82,Cancelled,
311,8005,2024-04-10,11,2,69.67,139.34,Completed,2024-04-11
312,1491,2021-02-01,365,1,208.76,208.76,Completed,2021-02-04
313,9656,2023-06-02,40,5,199.34,996.70,Completed,2023-06-02
314,7944,2024-06-05,373,2,210.83,421.66,Pending,
315,9124,2026-01-22,77,2,286.02,572.04,Cancelled,
316,7434,2023-03-07,121,5,69.07,345.35,Completed,2023-03-07
317,9589,2023-03-25,175,1,90.78,90.78,Completed,2023-03-26
318,9598,2025-10-26,304,2,377.78,755.56,Completed,2025-10-29
319,7887,2023-11-05,341,5,309.44,1547.20,Completed,2023-11-08
320,8285,2022-12-15,57,2,193.54,387.08,Completed,2022-12-17
321,104,2024-10-09,380,3,337.39,1012.17,Pending,
322,4614,2026-08-14,182,5,115.04,575.20,Completed,2026-08-15
323,817,2026-04-03,310,3,64.95,194.85,Completed,2026-04-03
324,9990,2022-01-18,6,1,193.63,193.63,Pending,
325,5728,2023-01-30,360,4,377.99,1511.96,Cancelled,
326,2103,2023-10-13,343,1,201.78,201.78,Completed,2023-10-15
327,7497,2026-02-14,395,4,36.00,144.00,Pending,
328,7705,2025-02-14,129,4,295.57,1182.28,Completed,2025-02-16
329,1712,2026-07-27,274,3,60.76,182.28,Pending,
330,7150,2022-05-20,214,1,390.63,390.63,Cancelled,
331,5236,2026-06-28,313,4,241.00,964.00,Completed,2026-06-29
332,953,2025-07-14,495,4,217.99,871.96,Completed,2025-07-15
333,2368,2023-03-22,374,5,14.84,74.20,Completed,2023-03-22
334,7574,2025-02-05,337,2,245.54,491.08,Completed,2025-02-05
335,234,2026-02-22,471,2,153.98,307.96,Completed,2026-02-22
336,7183,2023-06-03,470,3,192.28,576.84,Completed,2023-06-03
337,3523,2022-10-24,365,5,216.64,1083.20,Completed,2022-10-26
338,9662,2025-07-30,488,4,342.76,1371.04,Completed,2025-07-30
339,2360,2025-08-08,267,1,222.71,222.71,Cancelled,
340,9108,2023-12-29,452,1,67.09,67.09,Completed,2024-01-01
341,5614,2026-03-16,273,5,225.81,1129.05,Completed,2026-03-17
342,3097,2023-01-23,481,2,195.50,391.00,Completed,2023-01-23
343,4707,2025-08-09,331,5,100.79,503.95,Completed,2025-08-11
344,2423,2022-10-07,455,5,49.86,249.30,Completed,2022-10-08
345,234,2023-01-22,240,1,393.58,393.58,Cancelled,
346,6678,2021-07-19,245,1,164.04,164.04,Cancelled,
347,1397,2024-05-08,338,5,14.54,72.70,Pending,
348,5016,2025-01-12,415,2,315.98,631.96,Completed,2025-01-13
349,9888,2025-11-12,122,2,313.05,626.10,Completed,2025-11-13
350,2518,2021-09-25,476,4,245.85,983.40,Completed,2021-09-28
351,6148,2022-09-11,128,5,419.30,2096.50,Completed,2022-09-13
352,6761,2026-07-19,69,4,60.13,240.52,Pending,
353,3354,2026-05-02,333,4,339.92,1359.68,Completed,2026-05-04
354,8589,2025-12-08,40,1,208.91,208.91,Completed,2025-12-08
355,9363,2024-04-07,342,5,68.01,340.05,Completed,2024-04-07
356,7055,2026-03-07,263,5,81.24,406.20,Completed,2026-03-08
357,6942,2026-06-22,318,4,90.57,362.28,Completed,2026-06-25
358,6000,2026-04-19,326,2,296.91,593.82,Cancelled,
359,9219,2023-04-28,72,5,453.78,2268.90,Cancelled,
360,4928,2022-01-20,2,2,234.23,468.46,Completed,2022-01-23
361,2652,2025-12-28,335,1,207.05,207.05,Completed,2025-12-28
362,7100,2025-07-23,358,4,42.80,171.20,Completed,2025-07-23
363,4763,2025-07-28,234,1,90.88,90.88,Completed,2025-07-28
364,7006,2025-04-09,315,1,315.58,315.58,Completed,2025-04-09
365,3875,2024-05-02,156,1,206.55,206.55,Completed,2024-05-03
366,8096,2024-11-28,316,1,323.70,323.70,Completed,2024-11-29
367,4341,2022-09-21,204,2,112.01,224.02,Cancelled,
368,1129,2026-02-17,123,2,365.22,730.44,Pending,
369,2740,2022-06-27,245,5,168.80,844.00,Pending,
370,8164,2026-07-26,243,3,308.60,925.80,Cancelled,
371,1381,2026-02-27,315,2,298.91,597.82,Completed,2026-02-27
372,5961,2023-01-27,56,2,374.30,748.60,Pending,
373,9133,2026-01-08,346,5,29.08,145.40,Pending,
374,1395,2021-07-22,136,1,440.10,440.10,Pending,
375,199,2026-04-22,499,2,75.35,150.70,Completed,2026-04-24
376,2786,2024-12-13,370,4,137.19,548.76,Pending,
377,9229,2025-10-09,490,3,261.45,784.35,Pending,
378,8449,2025-05-14,336,4,105.78,423.12,Pending,
379,5085,2026-04-05,345,1,339.96,339.96,Completed,2026-04-08
380,2911,2026-01-08,184,1,122.43,122.43,Completed,2026-01-11
381,5001,2025-07-26,339,5,313.22,1566.10,Pending,
382,5463,2021-10-23,238,4,291.34,1165.36,Completed,2021-10-24
383,7430,2026-03-30,198,3,204.79,614.37,Completed,2026-03-31
384,9972,2024-10-10,268,4,76.23,304.92,Pending,
385,8414,2024-09-01,188,2,204.25,408.50,Pending,
386,6165,2026-04-17,54,4,258.41,1033.64,Completed,2026-04-19
387,9223,2022-02-10,329,5,263.23,1316.15,Completed,2022-02-13
388,7621,2025-05-20,380,4,334.77,1339.08,Pending,
389,4946,2024-01-13,390,5,63.42,317.10,Pending,
390,5679,2026-05-28,104,2,41.42,82.84,Pending,
391,897,2022-12-13,121,5,71.72,358.60,Completed,2022-12-13
392,1350,2026-07-25,150,4,137.69,550.76,Pending,
393,930,2025-05-17,286,1,289.62,289.62,Completed,2025-05-17
394,3823,2025-12-19,350,3,334.56,1003.68,Completed,2025-12-21
395,2355,2020-09-04,398,5,377.95,1889.75,Completed,2020-09-06
396,2106,2024-01-06,252,3,236.27,708.81,Completed,2024-01-08
397,3263,2024-04-05,229,4,168.28,673.12,Completed,2024-04-07
398,2796,2025-12-13,376,1,94.35,94.35,Completed,2025-12-15
399,9633,2025-04-07,425,4,61.19,244.76,Completed,2025-04-07
400,3110,2026-03-07,200,3,275.01,825.03,Pending,
401,6079,2026-07-19,437,2,250.52,501.04,Completed,2026-07-19
402,648,2026-01-04,386,3,256.11,768.33,Completed,2026-01-07
403,9107,2025-03-10,394,3,436.89,1310.67,Completed,2025-03-13
404,541,2022-09-05,234,4,82.51,330.04,Completed,2022-09-08
405,8404,2023-09-30,50,4,225.59,902.36,Completed,2023-09-30
406,4462,2024-02-17,246,5,96.73,483.65,Pending,
407,918,2023-05-09,433,3,109.09,327.27,Pending,
408,4265,2024-04-28,129,2,287.42,574.84,Cancelled,
409,1956,2021-10-06,296,5,31.59,157.95,Completed,2021-10-06
410,5496,2022-01-07,111,5,114.03,570.15,Pending,
411,1221,2025-03-28,342,2,63.27,126.54,Completed,2025-03-28
412,8681,2023-07-19,317,5,332.46,1662.30,Completed,2023-07-19
413,55,2021-02-22,106,2,267.66,535.32,Completed,2021-02-25
414,5210,2025-06-12,98,5,432.94,2164.70,Completed,2025-06-13
415,9845,2025-07-15,392,1,243.57,243.57,Completed,2025-07-17
416,9111,2026-07-26,257,5,46.87,234.35,Completed,2026-07-27
